City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,Successful
Ghaziabad,"Shipra Mall, Indirapuram",77.36986466,28.63388299,"Burger, Fast Food",500,Indian Rupees(Rs.),0,1.0,2.0,3.4,244,0
Ghaziabad,"Shipra Mall, Indirapuram",77.37020833,28.63404722,Cafe,450,Indian Rupees(Rs.),0,0.0,1.0,3.2,63,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36986466,28.63388299,Chinese,600,Indian Rupees(Rs.),0,0.0,2.0,2.9,16,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36972552,28.63412753,"North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,2.6,92,0
Ghaziabad,"Shipra Mall, Indirapuram",77.370576,28.634123,Cafe,600,Indian Rupees(Rs.),0,0.0,2.0,3.3,60,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36981537,28.63407809,"Pizza, Fast Food",700,Indian Rupees(Rs.),0,0.0,2.0,3.2,17,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36972786,28.63378764,South Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.0,6,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36959241,28.63383826,"North Indian, Mughlai",600,Indian Rupees(Rs.),0,0.0,2.0,2.7,14,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36971814,28.63421758,Chinese,700,Indian Rupees(Rs.),0,1.0,2.0,2.6,181,0
Ghaziabad,"Shipra Mall, Indirapuram",77.37036925,28.63401924,"Fast Food, Burger",500,Indian Rupees(Rs.),0,1.0,2.0,3.3,150,0
Ghaziabad,"Shipra Mall, Indirapuram",77.36987706,28.63431586,Fast Food,100,Indian Rupees(Rs.),0,0.0,1.0,3.1,7,0
Ghaziabad,"Shipra Mall, Indirapuram",77.37019444,28.634175,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),0,1.0,2.0,3.6,244,0
Ghaziabad,"Shipra Mall, Indirapuram",77.37023715,28.6339389,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),0,0.0,2.0,3.6,187,0
Ghaziabad,"Shipra Mall, Indirapuram",77.37016473,28.63397039,"North Indian, Mughlai",1000,Indian Rupees(Rs.),0,1.0,3.0,1.8,244,0
Ghaziabad,Surya Nagar,77.3252184,28.6698582,"North Indian, Fast Food",400,Indian Rupees(Rs.),0,0.0,1.0,3.3,114,0
Ghaziabad,Surya Nagar,77.3231543,28.6644658,"South Indian, North Indian, Chinese",550,Indian Rupees(Rs.),0,1.0,2.0,3.2,80,0
Goa,Anjuna,76.81895847500002,28.271777325000002,"Italian, French, Cafe",800,Indian Rupees(Rs.),0,0.0,3.0,4.5,244,0
Goa,Anjuna,76.81895847500002,28.271777325000002,Fast Food,1100,Indian Rupees(Rs.),0,0.0,3.5,4.8,244,0
Goa,Anjuna,76.81895847500002,28.271777325000002,Finger Food,1300,Indian Rupees(Rs.),0,0.0,3.5,4.4,244,0
Goa,"Anjuna Beach, Anjuna",76.81895847500002,28.271777325000002,"Continental, North Indian, Italian, Seafood, Goan",1300,Indian Rupees(Rs.),0,0.0,3.5,3.5,244,0
Goa,Arambol,76.81895847500002,28.271777325000002,"Seafood, French",800,Indian Rupees(Rs.),0,0.0,3.0,4.6,244,0
Goa,Baga,76.81895847500002,28.271777325000002,"North Indian, Chinese, Continental, Goan, Seafood",1100,Indian Rupees(Rs.),0,0.0,3.5,3.8,244,0
Goa,Baga,76.81895847500002,28.271777325000002,"North Indian, Continental, Chinese, Seafood",1300,Indian Rupees(Rs.),0,0.0,3.5,4.3,244,0
Goa,Baga,76.81895847500002,28.271777325000002,"North Indian, Continental, Goan",1000,Indian Rupees(Rs.),0,0.0,3.5,4.2,244,0
Goa,Betalbatim,76.81895847500002,28.271777325000002,"Goan, Seafood, Chinese, North Indian",1300,Indian Rupees(Rs.),0,0.0,3.5,4.4,244,0
Goa,Calangute,76.81895847500002,28.271777325000002,"Italian, Continental, Goan",800,Indian Rupees(Rs.),0,0.0,3.0,3.7,244,0
Goa,"Calangute Beach, Calangute",76.81895847500002,28.271777325000002,"North Indian, Continental, Goan",1300,Indian Rupees(Rs.),0,0.0,3.5,4.3,244,0
Goa,Candolim,76.81895847500002,28.271777325000002,"Goan, North Indian, Chinese",700,Indian Rupees(Rs.),0,0.0,3.0,3.8,244,0
Goa,Candolim,76.81895847500002,28.271777325000002,"Goan, Seafood, Chinese",800,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Goa,Cavelossim,76.81895847500002,28.271777325000002,"Continental, Goan, Seafood, North Indian",1100,Indian Rupees(Rs.),0,0.0,3.5,4.6,244,0
Goa,Nerul,76.81895847500002,28.271777325000002,Finger Food,1300,Indian Rupees(Rs.),0,0.0,3.5,3.7,244,0
Goa,Panaji,76.81895847500002,28.271777325000002,"Goan, Seafood, North Indian",600,Indian Rupees(Rs.),0,0.0,3.0,4.5,244,0
Goa,Panaji,76.81895847500002,28.271777325000002,"Seafood, Continental, European, German",1300,Indian Rupees(Rs.),0,0.0,3.5,4.7,244,0
Goa,Panaji,76.81895847500002,28.271777325000002,Cafe,800,Indian Rupees(Rs.),0,0.0,3.0,4.3,244,0
Goa,Panaji,76.81895847500002,28.271777325000002,"Continental, Goan, Seafood, North Indian",1100,Indian Rupees(Rs.),0,0.0,3.5,4.4,244,0
Goa,Vagator,76.81895847500002,28.271777325000002,Seafood,1300,Indian Rupees(Rs.),0,0.0,3.5,4.2,244,0
Gurgaon," ILD Trade Centre Mall, Sohna Road",77.0393103,28.4248315,"Cafe, Beverages",350,Indian Rupees(Rs.),0,0.0,1.0,3.4,16,0
Gurgaon," ILD Trade Centre Mall, Sohna Road",77.0392204,28.4249125,"North Indian, Mughlai",800,Indian Rupees(Rs.),0,1.0,2.0,2.7,80,0
Gurgaon,"Ambience Mall, Gurgaon",77.0971178,28.5030769,"North Indian, Mughlai",1300,Indian Rupees(Rs.),0,1.0,3.5,4.3,244,0
Gurgaon,"Ambience Mall, Gurgaon",77.0971853,28.5026128,"South Indian, Seafood, Kerala",1300,Indian Rupees(Rs.),0,1.0,3.0,4.0,244,0
Gurgaon,"Ansal Plaza Mall, Palam Vihar",77.0420091,28.5114162,Bakery,250,Indian Rupees(Rs.),0,0.0,1.0,3.0,4,0
Gurgaon,"Ansal Plaza Mall, Palam Vihar",77.0419641,28.5114567,Ice Cream,200,Indian Rupees(Rs.),0,0.0,1.0,3.0,5,0
Gurgaon,"Ansal Plaza Mall, Palam Vihar",77.0420091,28.5115059,Chinese,200,Indian Rupees(Rs.),0,0.0,1.0,3.0,10,0
Gurgaon,"Ansal Plaza Mall, Palam Vihar",77.0418253,28.5114067,Fast Food,100,Indian Rupees(Rs.),0,0.0,1.0,0.0,2,0
Gurgaon,Ardee City,77.08785083,28.44070881,"Japanese, Thai, Chinese",1200,Indian Rupees(Rs.),0,1.0,3.0,3.0,57,0
Gurgaon,Ardee City,77.0855313,28.4423933,"Pizza, Desserts",500,Indian Rupees(Rs.),0,1.0,2.0,3.1,4,0
Gurgaon,Ardee City,77.0757671,28.4418793,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),0,0.0,1.0,2.9,4,0
Gurgaon,Ardee City,77.0787681,28.4347278,"South Indian, Chinese, Mughlai",450,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,77.0898569,28.4308575,"Fast Food, North Indian",300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,77.0780576,28.432548,"North Indian, Chinese",300,Indian Rupees(Rs.),0,0.0,1.0,0.0,2,0
Gurgaon,Ardee City,77.078405,28.440599,"North Indian, South Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,0.0,1,0
Gurgaon,Ardee City,77.0735119,28.4319102,Cafe,600,Indian Rupees(Rs.),0,0.0,2.0,0.0,2,0
Gurgaon,Ardee City,77.0738947,28.436274,Raw Meats,500,Indian Rupees(Rs.),0,1.0,2.0,0.0,1,0
Gurgaon,Ardee City,77.0787448,28.4346864,"Mithai, North Indian",100,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,76.81895847500002,28.271777325000002,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),0,0.0,2.0,0.0,1,0
Gurgaon,Ardee City,77.081492,28.4406523,North Indian,200,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,77.0762723,28.4353217,"North Indian, Chinese",350,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,77.0728193,28.4370922,"South Indian, Street Food",300,Indian Rupees(Rs.),0,0.0,1.0,0.0,1,0
Gurgaon,Ardee City,77.0728605,28.4371161,"North Indian, Chinese",250,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,77.0754948,28.4394519,"North Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,0.0,1,0
Gurgaon,Ardee City,77.0837565,28.430634,North Indian,200,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Gurgaon,Ardee City,76.81895847500002,28.271777325000002,"North Indian, Mughlai, Seafood",800,Indian Rupees(Rs.),0,0.0,2.0,0.0,0,0
Gurgaon,Ardee City,77.0756612,28.4419493,Fast Food,350,Indian Rupees(Rs.),0,0.0,1.0,0.0,3,0
Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",77.0347151,28.4580879,Japanese,1300,Indian Rupees(Rs.),0,0.0,3.0,2.8,13,0
Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",77.0349627,28.4582412,"North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),0,0.0,3.5,2.9,15,0
Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon",77.0857204,28.4807592,"Bakery, Fast Food",500,Indian Rupees(Rs.),0,1.0,2.0,3.9,244,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1006623,28.4434069,Biryani,600,Indian Rupees(Rs.),0,1.0,2.0,3.4,36,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1010066,28.4428671,"Pizza, Fast Food",700,Indian Rupees(Rs.),0,0.0,2.0,3.4,104,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1009167,28.4430378,"Ice Cream, Desserts",400,Indian Rupees(Rs.),0,1.0,1.0,3.4,70,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1007369,28.4431102,"Italian, Pizza, Lebanese",900,Indian Rupees(Rs.),0,1.0,2.0,3.3,218,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1010965,28.4426964,Lebanese,500,Indian Rupees(Rs.),0,1.0,2.0,3.4,225,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1009167,28.4430378,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),0,1.0,2.0,2.5,150,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1008268,28.4429395,"Chinese, Thai, North Indian, Japanese",1300,Indian Rupees(Rs.),0,1.0,3.0,3.8,184,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1009883,28.442717,North Indian,1300,Indian Rupees(Rs.),0,1.0,3.0,3.9,146,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1005772,28.443403,"North Indian, Fast Food",600,Indian Rupees(Rs.),0,1.0,2.0,3.6,33,0
Gurgaon,"Central Plaza Mall, Golf Course Road",77.1007871,28.4431891,"Cafe, Tea",400,Indian Rupees(Rs.),0,1.0,1.0,4.3,48,0
Gurgaon,"Country Inn & Suites by Carlson, Gurgaon",77.0676442,28.4619878,"North Indian, Asian, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,3.8,91,0
Gurgaon,"Country Inn & Suites by Carlson, Sector 12",77.0376911,28.468336,Finger Food,1000,Indian Rupees(Rs.),0,0.0,3.0,3.0,7,0
Gurgaon,"Country Inn & Suites by Carlson, Sector 12",77.037781,28.4684343,"Continental, North Indian, Chinese",1300,Indian Rupees(Rs.),0,0.0,3.0,3.5,37,0
Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar",77.0918351,28.5092246,"Chinese, Italian, North Indian",1300,Indian Rupees(Rs.),0,0.0,3.5,3.5,32,0
Gurgaon,"Country Inn & Suites, Sohna Road",77.0684986,28.3349418,"North Indian, Chinese, Italian, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,3.4,19,0
Gurgaon,"Courtyard by Marriott, Sushant Lok",77.080367,28.460925,"Chinese, North Indian, Italian",1300,Indian Rupees(Rs.),0,0.0,3.5,3.2,6,0
Gurgaon,"Courtyard by Marriott, Sushant Lok",77.080367,28.460925,"Chinese, North Indian, Italian",1300,Indian Rupees(Rs.),0,0.0,3.5,0.0,3,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.0835375,28.46836827,"Cafe, Belgian",1300,Indian Rupees(Rs.),0,0.0,3.0,3.9,231,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.0832475,28.4683741,Kashmiri,800,Indian Rupees(Rs.),0,1.0,2.0,3.7,244,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.0830226,28.4683973,"Finger Food, Continental, Italian",1300,Indian Rupees(Rs.),0,0.0,3.0,3.7,127,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.08390966,28.46844136,"North Indian, Mughlai, Chinese, Seafood",1000,Indian Rupees(Rs.),0,1.0,3.0,3.5,244,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.0834723,28.4681716,"Chinese, Thai, Sushi",1300,Indian Rupees(Rs.),0,1.0,3.0,4.0,162,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.0831126,28.4682267,"Continental, North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.0837421,28.4681975,"Mediterranean, Continental",1300,Indian Rupees(Rs.),0,1.0,3.0,4.2,144,0
Gurgaon,"Cross Point Mall, DLF Phase 4",77.083048,28.468314,"Continental, European, Asian, North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.1,214,0
Gurgaon,"Crowne Plaza, Sector 29",77.0600891,28.4684326,"North Indian, Continental, Chinese",1300,Indian Rupees(Rs.),0,0.0,3.5,3.9,181,0
Gurgaon,"Crowne Plaza, Sector 29",77.0599093,28.4684152,South American,1300,Indian Rupees(Rs.),0,0.0,3.5,3.7,131,0
Gurgaon,"Cyber Greens, DLF Cyber City",77.0928243,28.4937229,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),0,1.0,2.0,2.8,191,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0882416,28.4947571,"American, Mexican",1000,Indian Rupees(Rs.),0,1.0,3.0,3.3,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0887329,28.4946295,"Asian, Burmese",1300,Indian Rupees(Rs.),0,0.0,3.0,4.6,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886429,28.4950691,"Persian, Arabian, Lebanese, North Indian",1200,Indian Rupees(Rs.),0,0.0,3.0,4.6,177,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0885987,28.4950762,"Chinese, Japanese, Sushi",1300,Indian Rupees(Rs.),0,0.0,3.0,4.5,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0889781,28.4955391,"Cafe, Italian, Pizza",1200,Indian Rupees(Rs.),0,1.0,3.0,3.7,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088508,28.494832,"Cafe, Bakery",600,Indian Rupees(Rs.),0,1.0,2.0,3.7,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4952975,"Pizza, Italian",1300,Indian Rupees(Rs.),0,1.0,3.5,3.7,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0888677,28.4952251,"Tea, Fast Food",200,Indian Rupees(Rs.),0,1.0,1.0,3.7,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0888677,28.4953148,"Ice Cream, Desserts",400,Indian Rupees(Rs.),0,1.0,1.0,3.6,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0888677,28.495763,"North Indian, Chinese, Italian",1250,Indian Rupees(Rs.),0,0.0,3.0,3.9,230,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0887329,28.4951674,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),0,1.0,2.0,3.8,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0883732,28.4947742,"Steak, American",1300,Indian Rupees(Rs.),0,0.0,3.0,3.6,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088598,28.4951096,Italian,1300,Indian Rupees(Rs.),0,0.0,3.0,3.6,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4952079,"Desserts, Beverages",350,Indian Rupees(Rs.),0,1.0,1.0,3.9,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088598,28.4951096,North Indian,1100,Indian Rupees(Rs.),0,0.0,3.0,3.6,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4952079,"Bengali, Seafood",1300,Indian Rupees(Rs.),0,1.0,3.0,3.8,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0878786,28.4945922,"Mediterranean, Italian, European",1300,Indian Rupees(Rs.),0,0.0,3.5,3.9,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886429,28.4950691,"Healthy Food, Salad",600,Indian Rupees(Rs.),0,1.0,2.0,3.9,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0883732,28.4953121,"Continental, Italian",1300,Indian Rupees(Rs.),0,1.0,3.5,3.8,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4952079,"Cafe, Desserts",700,Indian Rupees(Rs.),0,1.0,2.0,3.6,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4953871,"Chinese, Japanese, Thai, Asian",1300,Indian Rupees(Rs.),0,1.0,3.0,3.5,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0889127,28.4950054,"North Indian, Thai, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,3.9,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0891982,28.4956457,Cafe,700,Indian Rupees(Rs.),0,0.0,2.0,3.9,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0883282,28.4948147,"Mediterranean, European, American, North Indian",1300,Indian Rupees(Rs.),0,0.0,3.5,3.8,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0883113,28.4942639,"Mexican, Fast Food",550,Indian Rupees(Rs.),0,1.0,2.0,3.8,176,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0887778,28.4949476,"Continental, Italian",1300,Indian Rupees(Rs.),0,0.0,3.0,3.7,173,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4947597,"Bakery, Cafe",600,Indian Rupees(Rs.),0,1.0,2.0,3.8,227,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0875189,28.4949162,"Burger, Fast Food",400,Indian Rupees(Rs.),0,1.0,1.0,3.9,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0890476,28.4962285,"Italian, European",1300,Indian Rupees(Rs.),0,0.0,3.5,2.4,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4952079,"Continental, American, Italian, Seafood, North Indian, Cafe",1300,Indian Rupees(Rs.),0,0.0,3.5,4.0,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088508,28.4939356,"Continental, American, Asian, North Indian",1300,Indian Rupees(Rs.),0,1.0,3.0,4.3,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.08856095,28.49427139,"Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),0,1.0,2.0,4.0,199,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4953871,North Indian,1300,Indian Rupees(Rs.),0,1.0,3.5,4.0,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0886879,28.4952079,Modern Indian,1300,Indian Rupees(Rs.),0,0.0,3.5,4.3,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088508,28.4949217,"Mediterranean, Mexican, North Indian, American",1300,Indian Rupees(Rs.),0,0.0,3.5,4.1,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0882383,28.494089,"Pizza, Fast Food",900,Indian Rupees(Rs.),0,1.0,2.0,4.0,219,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088598,28.4951096,"North Indian, Mughlai",1300,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0888677,28.4954941,"Portuguese, African",1200,Indian Rupees(Rs.),0,1.0,3.0,4.0,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0880651,28.4944224,"American, Italian, Chinese",1300,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.088508,28.494832,"Parsi, Iranian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Gurgaon,"Cyber Hub, DLF Cyber City",77.0884689,28.4940704,"North Indian, Continental, Asian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.0,209,0
Gurgaon,DLF Cyber City,77.0933407,28.4877882,"North Indian, Continental",1200,Indian Rupees(Rs.),0,0.0,3.0,3.1,185,0
Gurgaon,DLF Cyber City,77.0921049,28.4897992,"Cafe, Tea",400,Indian Rupees(Rs.),0,1.0,1.0,3.8,244,0
Gurgaon,DLF Cyber City,77.0875639,28.4942482,Chinese,1300,Indian Rupees(Rs.),0,0.0,3.0,3.8,244,0
Gurgaon,DLF Cyber City,77.0890476,28.4945253,"Pizza, Fast Food",700,Indian Rupees(Rs.),0,0.0,2.0,2.4,125,0
Gurgaon,DLF Cyber City,77.0884181,28.4940166,"European, Continental",1300,Indian Rupees(Rs.),0,1.0,3.0,4.2,205,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0822133,28.4671541,Finger Food,1300,Indian Rupees(Rs.),0,0.0,3.0,3.4,244,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0817637,28.4672902,"North Indian, Chinese, Fast Food",700,Indian Rupees(Rs.),0,1.0,2.0,3.3,129,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0814039,28.4676142,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),0,0.0,2.0,2.5,125,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0823032,28.4672524,"Burger, Fast Food",300,Indian Rupees(Rs.),0,1.0,1.0,3.8,74,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0821234,28.4670558,Street Food,350,Indian Rupees(Rs.),0,1.0,1.0,3.7,217,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0817637,28.4673798,"North Indian, Mughlai",700,Indian Rupees(Rs.),0,1.0,2.0,3.8,239,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0823032,28.4674317,"Street Food, Fast Food, North Indian",350,Indian Rupees(Rs.),0,1.0,1.0,3.8,244,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0818119,28.4674661,Chinese,650,Indian Rupees(Rs.),0,1.0,2.0,3.9,136,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0821234,28.467504,"Pizza, Fast Food",900,Indian Rupees(Rs.),0,1.0,2.0,3.6,244,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0824381,28.4671309,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),0,1.0,1.0,3.8,196,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.081314,28.4670676,"Mughlai, North Indian",800,Indian Rupees(Rs.),0,1.0,2.0,3.5,173,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0812241,28.4675073,"Cafe, Italian, Fast Food",700,Indian Rupees(Rs.),0,0.0,2.0,3.5,52,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0819435,28.4671282,"Continental, North Indian",500,Indian Rupees(Rs.),0,1.0,2.0,3.5,189,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0812241,28.4671487,"Bakery, Fast Food",800,Indian Rupees(Rs.),0,0.0,2.0,2.4,88,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0819435,28.4674868,"Beverages, Salad",400,Indian Rupees(Rs.),0,1.0,1.0,4.3,154,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0823032,28.4674317,Chinese,800,Indian Rupees(Rs.),0,1.0,2.0,4.0,169,0
Gurgaon,"DLF Galleria, DLF Phase 4",77.0812241,28.4675073,"Finger Food, North Indian, Italian, European, Continental",1300,Indian Rupees(Rs.),0,0.0,3.5,4.1,230,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09313545,28.47582155,Cafe,650,Indian Rupees(Rs.),0,1.0,2.0,3.2,18,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09359512,28.47548941,Cafe,450,Indian Rupees(Rs.),0,0.0,1.0,2.6,27,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09308315,28.47577587,"Pizza, Fast Food",700,Indian Rupees(Rs.),0,0.0,2.0,2.8,30,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09323503,28.47573225,Italian,1300,Indian Rupees(Rs.),0,0.0,3.0,3.0,49,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09302582,28.47586163,"Fast Food, Burger",500,Indian Rupees(Rs.),0,0.0,2.0,2.6,30,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09312875,28.47574493,North Indian,500,Indian Rupees(Rs.),0,0.0,2.0,3.3,27,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09333964,28.47626303,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),0,1.0,2.0,2.8,29,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09336612,28.47581065,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),0,0.0,1.0,3.3,13,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.093094,28.4759094,"Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),0,0.0,1.0,3.3,20,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09308684,28.47568922,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),0,0.0,2.0,3.1,46,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09311534,28.4756627,"Biryani, North Indian",600,Indian Rupees(Rs.),0,1.0,2.0,2.5,69,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09335439,28.4761926,"North Indian, Continental, Chinese, Japanese, Italian, Thai",1300,Indian Rupees(Rs.),0,1.0,3.5,3.9,244,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09319044,28.47567184,"Chinese, Thai",800,Indian Rupees(Rs.),0,1.0,2.0,3.5,112,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.0930171,28.4757632,Ice Cream,300,Indian Rupees(Rs.),0,0.0,1.0,0.0,3,0
Gurgaon,"DLF Mega Mall, DLF Phase 1",77.09351432,28.47650794,"American, Fast Food, Burger",500,Indian Rupees(Rs.),0,1.0,2.0,2.2,73,0
Gurgaon,DLF Phase 1,77.1002873,28.4778552,"Burmese, Chinese, Thai",800,Indian Rupees(Rs.),0,0.0,2.0,3.4,65,0
Gurgaon,DLF Phase 1,77.0993882,28.4693415,"Beverages, Juices",150,Indian Rupees(Rs.),0,0.0,1.0,3.1,9,0
